#             1	              2	              3	              4              5	              6	              7	              8	              9	             10
#       Time, s	   Pressure, Pa	     dPdt, Pa/s	         r_f, m	       A_f, m^2	        M_f, kg	       S_c, m/s	           γ_u	   ρ_u, kg/m^3	         T_u, K
1.088500000e-01	1.013250000e+05	0.000000000e+00	5.590148179e-02	3.926960238e-02	1.426039532e-04	6.570103747e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.089000000e-01	1.013250000e+05	0.000000000e+00	5.592523118e-02	3.930297635e-02	1.427910624e-04	6.570183249e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.089500000e-01	1.013250000e+05	0.000000000e+00	5.594860447e-02	3.933583565e-02	1.429748879e-04	6.561949493e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.090000000e-01	1.013250000e+05	0.000000000e+00	5.597207046e-02	3.936883908e-02	1.431561077e-04	6.570273474e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.090500000e-01	1.013250000e+05	0.000000000e+00	5.599561381e-02	3.940196522e-02	1.433446043e-04	6.571458126e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.091000000e-01	1.013250000e+05	0.000000000e+00	5.601919659e-02	3.943516080e-02	1.435298175e-04	6.570454652e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.091500000e-01	1.013250000e+05	0.000000000e+00	5.604244270e-02	3.946789616e-02	1.437117736e-04	6.571524572e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.092000000e-01	1.013250000e+05	0.000000000e+00	5.606613374e-02	3.950127205e-02	1.438994435e-04	6.571517581e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.092500000e-01	1.013250000e+05	0.000000000e+00	5.608981292e-02	3.953464532e-02	1.440859738e-04	6.571594518e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.093000000e-01	1.013250000e+05	0.000000000e+00	5.611307448e-02	3.956744373e-02	1.442692195e-04	6.561920233e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.093500000e-01	1.013250000e+05	0.000000000e+00	5.613671648e-02	3.960079248e-02	1.444554739e-04	6.571640108e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.094000000e-01	1.013250000e+05	0.000000000e+00	5.616021945e-02	3.963395905e-02	1.446433111e-04	6.572833986e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.094500000e-01	1.013250000e+05	0.000000000e+00	5.618380574e-02	3.966725716e-02	1.448278651e-04	6.571844939e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.095000000e-01	1.013250000e+05	0.000000000e+00	5.620714865e-02	3.970022543e-02	1.450128234e-04	6.572863847e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.095500000e-01	1.013250000e+05	0.000000000e+00	5.623087720e-02	3.973375240e-02	1.452019406e-04	6.572919301e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.096000000e-01	1.013250000e+05	0.000000000e+00	5.625439870e-02	3.976700078e-02	1.453877029e-04	6.573002747e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.096500000e-01	1.013250000e+05	0.000000000e+00	5.627765611e-02	3.979988954e-02	1.455713336e-04	6.563468569e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.097000000e-01	1.013250000e+05	0.000000000e+00	5.630143725e-02	3.983353297e-02	1.457616567e-04	6.573057551e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.097500000e-01	1.013250000e+05	0.000000000e+00	5.632479822e-02	3.986659582e-02	1.459486665e-04	6.574157327e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.098000000e-01	1.013250000e+05	0.000000000e+00	5.634827001e-02	3.989982933e-02	1.461323989e-04	6.572863983e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.098500000e-01	1.013250000e+05	0.000000000e+00	5.637180775e-02	3.993317012e-02	1.463227291e-04	6.574190704e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.099000000e-01	1.013250000e+05	0.000000000e+00	5.639544069e-02	3.996665976e-02	1.465109750e-04	6.574318622e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.099500000e-01	1.013250000e+05	0.000000000e+00	5.641885231e-02	3.999984963e-02	1.466959048e-04	6.574384675e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.100000000e-01	1.013250000e+05	0.000000000e+00	5.644283136e-02	4.003385820e-02	1.468851069e-04	6.564653563e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.100500000e-01	1.013250000e+05	0.000000000e+00	5.646603687e-02	4.006678345e-02	1.470745281e-04	6.574546425e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.101000000e-01	1.013250000e+05	0.000000000e+00	5.648924167e-02	4.009972122e-02	1.472606265e-04	6.575278819e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.101500000e-01	1.013250000e+05	0.000000000e+00	5.651299058e-02	4.013344534e-02	1.474487934e-04	6.573640545e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.102000000e-01	1.013250000e+05	0.000000000e+00	5.653645198e-02	4.016677510e-02	1.476394058e-04	6.575490085e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.102500000e-01	1.013250000e+05	0.000000000e+00	5.655991043e-02	4.020011451e-02	1.478266566e-04	6.575736594e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.103000000e-01	1.013250000e+05	0.000000000e+00	5.658339117e-02	4.023349943e-02	1.480137840e-04	6.575726297e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.103500000e-01	1.013250000e+05	0.000000000e+00	5.660747119e-02	4.026775082e-02	1.482054718e-04	6.570003451e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.104000000e-01	1.013250000e+05	0.000000000e+00	5.663047818e-02	4.030048953e-02	1.483938025e-04	6.575800089e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.104500000e-01	1.013250000e+05	0.000000000e+00	5.665357450e-02	4.033336875e-02	1.485800154e-04	6.576468151e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.105000000e-01	1.013250000e+05	0.000000000e+00	5.667743790e-02	4.036735403e-02	1.487728477e-04	6.574562245e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.105500000e-01	1.013250000e+05	0.000000000e+00	5.670008151e-02	4.039961537e-02	1.489623055e-04	6.576916975e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.106000000e-01	1.013250000e+05	0.000000000e+00	5.672346104e-02	4.043293875e-02	1.491484231e-04	6.577175572e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.106500000e-01	1.013250000e+05	0.000000000e+00	5.674723905e-02	4.046684416e-02	1.493416023e-04	6.580769159e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.107000000e-01	1.013250000e+05	0.000000000e+00	5.677080668e-02	4.050046362e-02	1.495321328e-04	6.577326665e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.107500000e-01	1.013250000e+05	0.000000000e+00	5.679402550e-02	4.053359914e-02	1.497193004e-04	6.577024375e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.108000000e-01	1.013250000e+05	0.000000000e+00	5.681744969e-02	4.056704149e-02	1.499116885e-04	6.577617562e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.108500000e-01	1.013250000e+05	0.000000000e+00	5.684127530e-02	4.060107107e-02	1.501032754e-04	6.575641044e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.109000000e-01	1.013250000e+05	0.000000000e+00	5.686443763e-02	4.063416698e-02	1.502914991e-04	6.578324132e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.109500000e-01	1.013250000e+05	0.000000000e+00	5.688801659e-02	4.066787206e-02	1.504831672e-04	6.578501972e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.110000000e-01	1.013250000e+05	0.000000000e+00	5.691176130e-02	4.070182818e-02	1.506757190e-04	6.578078941e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.110500000e-01	1.013250000e+05	0.000000000e+00	5.693513557e-02	4.073526841e-02	1.508649004e-04	6.579110201e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.111000000e-01	1.013250000e+05	0.000000000e+00	5.695827079e-02	4.076838015e-02	1.510558812e-04	6.579506945e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.111500000e-01	1.013250000e+05	0.000000000e+00	5.698202478e-02	4.080239149e-02	1.512494510e-04	6.578758344e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.112000000e-01	1.013250000e+05	0.000000000e+00	5.700527946e-02	4.083570165e-02	1.514396405e-04	6.574966015e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.112500000e-01	1.013250000e+05	0.000000000e+00	5.702876843e-02	4.086936121e-02	1.516300599e-04	6.579730739e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.113000000e-01	1.013250000e+05	0.000000000e+00	5.705245515e-02	4.090331818e-02	1.518246348e-04	6.579787752e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.113500000e-01	1.013250000e+05	0.000000000e+00	5.707650193e-02	4.093780576e-02	1.520158006e-04	6.575422380e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.114000000e-01	1.013250000e+05	0.000000000e+00	5.709940296e-02	4.097066362e-02	1.522057021e-04	6.580081659e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.114500000e-01	1.013250000e+05	0.000000000e+00	5.712242813e-02	4.100371289e-02	1.524012179e-04	6.580523517e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.115000000e-01	1.013250000e+05	0.000000000e+00	5.714613019e-02	4.103774765e-02	1.525933078e-04	6.582129640e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.115500000e-01	1.013250000e+05	0.000000000e+00	5.716927167e-02	4.107099107e-02	1.527827469e-04	6.580325540e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.116000000e-01	1.013250000e+05	0.000000000e+00	5.719296440e-02	4.110504032e-02	1.529792030e-04	6.581087499e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.116500000e-01	1.013250000e+05	0.000000000e+00	5.721649584e-02	4.113887175e-02	1.531721647e-04	6.581051360e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.117000000e-01	1.013250000e+05	0.000000000e+00	5.724042233e-02	4.117328542e-02	1.533617172e-04	6.576686451e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.117500000e-01	1.013250000e+05	0.000000000e+00	5.726357890e-02	4.120660539e-02	1.535584446e-04	6.580936909e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.118000000e-01	1.013250000e+05	0.000000000e+00	5.728665042e-02	4.123981640e-02	1.537522943e-04	6.581531942e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.118500000e-01	1.013250000e+05	0.000000000e+00	5.731015121e-02	4.127365909e-02	1.539427379e-04	6.580243718e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.119000000e-01	1.013250000e+05	0.000000000e+00	5.733355545e-02	4.130737653e-02	1.541391469e-04	6.582148461e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.119500000e-01	1.013250000e+05	0.000000000e+00	5.735713736e-02	4.134136386e-02	1.543338853e-04	6.582408616e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.120000000e-01	1.013250000e+05	0.000000000e+00	5.738106327e-02	4.137586126e-02	1.545252008e-04	6.583897107e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.120500000e-01	1.013250000e+05	0.000000000e+00	5.740414713e-02	4.140915819e-02	1.547213569e-04	6.582099729e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.121000000e-01	1.013250000e+05	0.000000000e+00	5.742737027e-02	4.144266953e-02	1.549169338e-04	6.583243217e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.121500000e-01	1.013250000e+05	0.000000000e+00	5.745081345e-02	4.147651216e-02	1.551090644e-04	6.582651251e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.122000000e-01	1.013250000e+05	0.000000000e+00	5.747430914e-02	4.151044443e-02	1.553049987e-04	6.582337096e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.122500000e-01	1.013250000e+05	0.000000000e+00	5.749788461e-02	4.154450588e-02	1.555013871e-04	6.583565750e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.123000000e-01	1.013250000e+05	0.000000000e+00	5.752125429e-02	4.157828378e-02	1.556943029e-04	6.583688008e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.123500000e-01	1.013250000e+05	0.000000000e+00	5.754534330e-02	4.161311576e-02	1.558900177e-04	6.579985946e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.124000000e-01	1.013250000e+05	0.000000000e+00	5.756826208e-02	4.164626916e-02	1.560871288e-04	6.584641983e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.124500000e-01	1.013250000e+05	0.000000000e+00	5.759145368e-02	4.167983065e-02	1.562807867e-04	6.584095228e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.125000000e-01	1.013250000e+05	0.000000000e+00	5.761509517e-02	4.171405709e-02	1.564764340e-04	6.586657458e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.125500000e-01	1.013250000e+05	0.000000000e+00	5.763850486e-02	4.174796181e-02	1.566743261e-04	6.583810307e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.126000000e-01	1.013250000e+05	0.000000000e+00	5.766189409e-02	4.178185063e-02	1.568687544e-04	6.585026788e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.126500000e-01	1.013250000e+05	0.000000000e+00	5.768584631e-02	4.181656944e-02	1.570643993e-04	6.582418618e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.127000000e-01	1.013250000e+05	0.000000000e+00	5.770909472e-02	4.185028186e-02	1.572630554e-04	6.584007251e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.127500000e-01	1.013250000e+05	0.000000000e+00	5.773226502e-02	4.188389451e-02	1.574582171e-04	6.585753929e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.128000000e-01	1.013250000e+05	0.000000000e+00	5.775560676e-02	4.191776953e-02	1.576538926e-04	6.585193092e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.128500000e-01	1.013250000e+05	0.000000000e+00	5.777936365e-02	4.195226110e-02	1.578532373e-04	6.583744163e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.129000000e-01	1.013250000e+05	0.000000000e+00	5.780255308e-02	4.198594247e-02	1.580490835e-04	6.586013821e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.129500000e-01	1.013250000e+05	0.000000000e+00	5.782597988e-02	4.201998234e-02	1.582448491e-04	6.586224242e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.130000000e-01	1.013250000e+05	0.000000000e+00	5.785016983e-02	4.205514556e-02	1.584447919e-04	6.584043113e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.130500000e-01	1.013250000e+05	0.000000000e+00	5.787308595e-02	4.208847068e-02	1.586412385e-04	6.585830384e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.131000000e-01	1.013250000e+05	0.000000000e+00	5.789628526e-02	4.212222105e-02	1.588370886e-04	6.586591781e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.131500000e-01	1.013250000e+05	0.000000000e+00	5.791973500e-02	4.215634949e-02	1.590377181e-04	6.586325287e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.132000000e-01	1.013250000e+05	0.000000000e+00	5.794299084e-02	4.219020939e-02	1.592348310e-04	6.581861781e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.132500000e-01	1.013250000e+05	0.000000000e+00	5.796639702e-02	4.222430191e-02	1.594308973e-04	6.587440219e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.133000000e-01	1.013250000e+05	0.000000000e+00	5.799050406e-02	4.225942965e-02	1.596321747e-04	6.584731992e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.133500000e-01	1.013250000e+05	0.000000000e+00	5.801355815e-02	4.229303676e-02	1.598299347e-04	6.587191576e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.134000000e-01	1.013250000e+05	0.000000000e+00	5.803670282e-02	4.232678933e-02	1.600262858e-04	6.588161238e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.134500000e-01	1.013250000e+05	0.000000000e+00	5.806023003e-02	4.236111358e-02	1.602281700e-04	6.587638736e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.135000000e-01	1.013250000e+05	0.000000000e+00	5.808378931e-02	4.239549856e-02	1.604265078e-04	6.586500530e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.135500000e-01	1.013250000e+05	0.000000000e+00	5.810693161e-02	4.242928854e-02	1.606231668e-04	6.588413760e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.136000000e-01	1.013250000e+05	0.000000000e+00	5.813056254e-02	4.246380584e-02	1.608256185e-04	6.588645306e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.136500000e-01	1.013250000e+05	0.000000000e+00	5.815454787e-02	4.249885518e-02	1.610244389e-04	6.587688155e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.137000000e-01	1.013250000e+05	0.000000000e+00	5.817740370e-02	4.253226743e-02	1.612213914e-04	6.587694229e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.137500000e-01	1.013250000e+05	0.000000000e+00	5.820090972e-02	4.256664388e-02	1.614243293e-04	6.588909247e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.138000000e-01	1.013250000e+05	0.000000000e+00	5.822416482e-02	4.260066704e-02	1.616237229e-04	6.588764414e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.138500000e-01	1.013250000e+05	0.000000000e+00	5.824734418e-02	4.263459291e-02	1.618211405e-04	6.582099638e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.139000000e-01	1.013250000e+05	0.000000000e+00	5.827098259e-02	4.266920457e-02	1.620246122e-04	6.589857983e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.139500000e-01	1.013250000e+05	0.000000000e+00	5.829488868e-02	4.270422245e-02	1.622245310e-04	6.587446771e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.140000000e-01	1.013250000e+05	0.000000000e+00	5.831785719e-02	4.273788047e-02	1.624224639e-04	6.589580472e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.140500000e-01	1.013250000e+05	0.000000000e+00	5.834124795e-02	4.277217090e-02	1.626264576e-04	6.590288435e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.141000000e-01	1.013250000e+05	0.000000000e+00	5.836450327e-02	4.280627640e-02	1.628268744e-04	6.589976836e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.141500000e-01	1.013250000e+05	0.000000000e+00	5.838761212e-02	4.284018056e-02	1.630253447e-04	6.590095256e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.142000000e-01	1.013250000e+05	0.000000000e+00	5.841117865e-02	4.287477003e-02	1.632297867e-04	6.590872943e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.142500000e-01	1.013250000e+05	0.000000000e+00	5.843506071e-02	4.290983685e-02	1.634306450e-04	6.588666908e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.143000000e-01	1.013250000e+05	0.000000000e+00	5.845849540e-02	4.294426071e-02	1.636296140e-04	6.588694589e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.143500000e-01	1.013250000e+05	0.000000000e+00	5.848141398e-02	4.297793979e-02	1.638343971e-04	6.591254513e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.144000000e-01	1.013250000e+05	0.000000000e+00	5.850483157e-02	4.301236582e-02	1.640356281e-04	6.591198668e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.144500000e-01	1.013250000e+05	0.000000000e+00	5.852825228e-02	4.304681022e-02	1.642352853e-04	6.595900636e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.145000000e-01	1.013250000e+05	0.000000000e+00	5.855142866e-02	4.308090885e-02	1.644405387e-04	6.589153586e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.145500000e-01	1.013250000e+05	0.000000000e+00	5.857485691e-02	4.311539177e-02	1.646421899e-04	6.592303722e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.146000000e-01	1.013250000e+05	0.000000000e+00	5.859867822e-02	4.315046737e-02	1.648425589e-04	6.590160925e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.146500000e-01	1.013250000e+05	0.000000000e+00	5.862189920e-02	4.318467273e-02	1.650482213e-04	6.590873541e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.147000000e-01	1.013250000e+05	0.000000000e+00	5.864514542e-02	4.321892886e-02	1.652502795e-04	6.592453589e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.147500000e-01	1.013250000e+05	0.000000000e+00	5.866851669e-02	4.325338294e-02	1.654514256e-04	6.592330096e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.148000000e-01	1.013250000e+05	0.000000000e+00	5.869186874e-02	4.328782240e-02	1.656574518e-04	6.592050339e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.148500000e-01	1.013250000e+05	0.000000000e+00	5.871520950e-02	4.332225892e-02	1.658598512e-04	6.593410277e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.149000000e-01	1.013250000e+05	0.000000000e+00	5.873903635e-02	4.335742673e-02	1.660617963e-04	6.591352883e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.149500000e-01	1.013250000e+05	0.000000000e+00	5.876225090e-02	4.339170451e-02	1.662680128e-04	6.593334380e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.150000000e-01	1.013250000e+05	0.000000000e+00	5.878546027e-02	4.342598819e-02	1.664706312e-04	6.593688017e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.150500000e-01	1.013250000e+05	0.000000000e+00	5.880884818e-02	4.346054928e-02	1.666733631e-04	6.593536907e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.151000000e-01	1.013250000e+05	0.000000000e+00	5.883249599e-02	4.349550843e-02	1.668799737e-04	6.592807438e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.151500000e-01	1.013250000e+05	0.000000000e+00	5.885544164e-02	4.352944299e-02	1.670829573e-04	6.594041880e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.152000000e-01	1.013250000e+05	0.000000000e+00	5.887928479e-02	4.356471889e-02	1.672866174e-04	6.592436098e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.152500000e-01	1.013250000e+05	0.000000000e+00	5.890294560e-02	4.359973914e-02	1.674935181e-04	6.593742135e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.153000000e-01	1.013250000e+05	0.000000000e+00	5.892558937e-02	4.363326724e-02	1.676967895e-04	6.593580902e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.153500000e-01	1.013250000e+05	0.000000000e+00	5.894910108e-02	4.366809413e-02	1.679014352e-04	6.594709882e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.154000000e-01	1.013250000e+05	0.000000000e+00	5.897273563e-02	4.370311698e-02	1.681086072e-04	6.602889381e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.154500000e-01	1.013250000e+05	0.000000000e+00	5.899588675e-02	4.373743706e-02	1.683121336e-04	6.588382750e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.155000000e-01	1.013250000e+05	0.000000000e+00	5.901957061e-02	4.377256084e-02	1.685177883e-04	6.593530125e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.155500000e-01	1.013250000e+05	0.000000000e+00	5.904314311e-02	4.380753346e-02	1.687251662e-04	6.593723957e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.156000000e-01	1.013250000e+05	0.000000000e+00	5.906587158e-02	4.384126710e-02	1.689287241e-04	6.594666051e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.156500000e-01	1.013250000e+05	0.000000000e+00	5.908928553e-02	4.387603170e-02	1.691353209e-04	6.595816070e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.157000000e-01	1.013250000e+05	0.000000000e+00	5.911281367e-02	4.391097973e-02	1.693428430e-04	6.595728237e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.157500000e-01	1.013250000e+05	0.000000000e+00	5.913599943e-02	4.394543280e-02	1.695467288e-04	6.595353316e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.158000000e-01	1.013250000e+05	0.000000000e+00	5.915923799e-02	4.397997790e-02	1.697544940e-04	6.596852672e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.158500000e-01	1.013250000e+05	0.000000000e+00	5.918318620e-02	4.401559211e-02	1.699622139e-04	6.595045913e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.159000000e-01	1.013250000e+05	0.000000000e+00	5.920610236e-02	4.404968503e-02	1.701662766e-04	6.595870961e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.159500000e-01	1.013250000e+05	0.000000000e+00	5.922945010e-02	4.408443359e-02	1.703752118e-04	6.596912965e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.160000000e-01	1.013250000e+05	0.000000000e+00	5.925292870e-02	4.411939072e-02	1.705830936e-04	6.596900022e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.160500000e-01	1.013250000e+05	0.000000000e+00	5.927616087e-02	4.415399458e-02	1.707873132e-04	6.597029775e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.161000000e-01	1.013250000e+05	0.000000000e+00	5.929964915e-02	4.418899370e-02	1.709974650e-04	6.597676334e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.161500000e-01	1.013250000e+05	0.000000000e+00	5.932333077e-02	4.422429495e-02	1.712054660e-04	6.596260051e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.162000000e-01	1.013250000e+05	0.000000000e+00	5.934623116e-02	4.425844507e-02	1.714096992e-04	6.598110829e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.162500000e-01	1.013250000e+05	0.000000000e+00	5.936962530e-02	4.429334508e-02	1.716209057e-04	6.597749576e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.163000000e-01	1.013250000e+05	0.000000000e+00	5.939303829e-02	4.432828701e-02	1.718288979e-04	6.598052165e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.163500000e-01	1.013250000e+05	0.000000000e+00	5.941637985e-02	4.436313603e-02	1.720340628e-04	6.597933243e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.164000000e-01	1.013250000e+05	0.000000000e+00	5.943971919e-02	4.439799542e-02	1.722458847e-04	6.597807867e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.164500000e-01	1.013250000e+05	0.000000000e+00	5.946355845e-02	4.443361563e-02	1.724540005e-04	6.597332506e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
1.165000000e-01	1.013250000e+05	0.000000000e+00	5.948629104e-02	4.446759558e-02	1.726605480e-04	6.601312162e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
